SECURITY DETAIL VIEW (EQUITY)
Ekspress Grupp (EEG1T)
Period: 2008-05-18 - 2008-11-18
Currency: EUR
Marketplace: TSE
Name: EEG1T
Date;Average Price;Open Price;High Price;Low Price;Last close Price;Last Price;Price Change(%);Best bid;Best ask;Deals;No of shares;Turnover
2008-08-06;2,30;2,20;2,45;2,20;2,20;2,30;4,55%;2,15;2,39;13;4660;10707,90;
2008-08-07;2,28;2,39;2,39;2,24;2,30;2,30;0,00%;2,21;2,30;6;1332;3033,25;
2008-08-08;2,30;2,30;2,34;2,30;2,30;2,30;0,00%;2,30;2,34;20;8166;18805,80;
2008-08-11;2,36;2,40;2,64;2,20;2,30;2,29;-0,43%;2,17;2,29;23;8929;21044,68;
2008-08-12;2,35;2,34;2,39;2,34;2,29;2,39;4,37%;2,35;2,39;7;2786;6555,10;
2008-08-13;2,36;2,35;2,45;2,25;2,39;2,45;2,51%;2,45;2,47;15;7569;17870,35;
2008-08-14;2,46;2,46;2,46;2,46;2,45;2,46;0,41%;2,40;2,44;1;200;492,00;
2008-08-15;2,46;2,45;2,48;2,35;2,46;2,48;0,81%;2,35;2,48;6;2371;5832,76;
2008-08-18;2,49;2,49;2,49;2,49;2,48;2,49;0,40%;2,38;2,49;3;1507;3752,43;
2008-08-19;2,44;2,40;2,49;2,40;2,49;2,49;0,00%;2,40;2,49;7;7907;19312,43;
