SECURITY DETAIL VIEW (EQUITY)
Ditton pievadķēžu rūpnīca (DPK1R)
Period: 2008-05-19 - 2008-11-19
Currency: LVL
Marketplace: RSE
Name: DPK1R
Date;Average Price;Open Price;High Price;Low Price;Last close Price;Last Price;Price Change(%);Best bid;Best ask;Deals;No of shares;Turnover
2008-09-25;0,30;0,30;0,30;0,30;0,30;0,30;0,00%;0,28;0,30;1;3000;896,41;
2008-09-26;0,28;0,28;0,28;0,28;0,30;0,28;-4,76%;0,28;0,30;4;5700;1622,07;
2008-09-29;0,00;0,28;0,00;0,00;0,28;0,28;0,00%;0,28;0,30;0;0;0,00;
2008-09-30;0,28;0,28;0,28;0,28;0,28;0,28;0,00%;0,27;0,28;1;100;28,46;
2008-10-01;0,28;0,28;0,28;0,28;0,28;0,28;0,00%;0,28;0,30;1;800;227,66;
2008-10-02;0,28;0,28;0,28;0,28;0,28;0,28;0,00%;0,27;0,28;7;15150;4311,30;
2008-10-03;0,28;0,28;0,28;0,28;0,28;0,28;0,00%;0,28;0,30;1;300;85,37;
2008-10-06;0,00;0,28;0,00;0,00;0,28;0,28;0,00%;0,27;0,28;0;0;0,00;
2008-10-07;0,00;0,28;0,00;0,00;0,28;0,28;0,00%;0,27;0,28;0;0;0,00;
2008-10-08;0,26;0,27;0,27;0,24;0,28;0,27;-5,00%;0,27;0,28;18;32332;8497,50;
2008-10-09;0,27;0,26;0,28;0,26;0,27;0,28;5,26%;0,27;0,28;9;5800;1583,66;
2008-10-10;0,27;0,26;0,27;0,26;0,28;0,27;-5,00%;0,26;0,27;4;6097;1646,92;
2008-10-13;0,27;0,27;0,27;0,27;0,27;0,27;0,00%;0,27;0,28;1;6000;1622,07;
2008-10-14;0,00;0,27;0,00;0,00;0,27;0,27;0,00%;0,27;0,28;0;0;0,00;
2008-10-15;0,27;0,27;0,27;0,27;0,27;0,27;0,00%;0,27;0,28;1;6000;1622,07;
2008-10-16;0,27;0,27;0,27;0,27;0,27;0,27;0,00%;0,26;0,27;1;1000;270,35;
2008-10-17;0,27;0,27;0,27;0,27;0,27;0,27;0,00%;0,27;0,28;1;274;74,07;
2008-10-20;0,28;0,28;0,28;0,28;0,27;0,28;5,26%;0,27;0,28;2;600;170,74;
2008-10-21;0,27;0,27;0,27;0,27;0,28;0,27;-5,00%;0,27;0,28;2;214;57,85;
2008-10-22;0,00;0,27;0,00;0,00;0,27;0,27;0,00%;0,27;0,28;0;0;0,00;
2008-10-23;0,00;0,27;0,00;0,00;0,27;0,27;0,00%;0,27;0,28;0;0;0,00;
2008-10-24;0,27;0,27;0,27;0,27;0,27;0,27;0,00%;0,27;0,28;4;4814;1301,44;
2008-10-27;0,27;0,27;0,27;0,27;0,27;0,27;0,00%;0,26;0,28;2;6500;1757,25;
2008-10-28;0,27;0,27;0,27;0,27;0,27;0,27;0,00%;0,27;0,28;2;8172;2209,26;
2008-10-29;0,28;0,28;0,28;0,28;0,27;0,28;5,26%;0,27;0,28;1;10;2,85;
2008-10-30;0,27;0,27;0,27;0,27;0,28;0,27;-5,00%;0,27;0,28;1;1160;313,60;
2008-10-31;0,27;0,27;0,27;0,27;0,27;0,27;0,00%;0,26;0,27;1;200;54,07;
2008-11-03;0,27;0,27;0,27;0,26;0,27;0,27;0,00%;0,26;0,27;4;18010;4868,78;
2008-11-04;0,00;0,27;0,00;0,00;0,27;0,27;0,00%;0,27;0,28;0;0;0,00;
2008-11-05;0,00;0,27;0,00;0,00;0,27;0,27;0,00%;0,27;0,28;0;0;0,00;
